year,region_id,region,revenue_pen_2007,gdp_percent,added_value_PEN07,harvested_mill_ha,crops_mill_ha,crops_affected_by_disasters
2012,0,National,18476.16,5.55,23944,3240581.89,1940062.87,45516.0
